Course,Date,Number
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.1
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.22
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.14
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.22
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.63
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.18
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,1
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.92
AGILITY,2018-03-12,0.2
AGILITY,2018-03-12,0.02
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.96
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.06
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,1
AGILITY,2018-03-12,0.04
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.22
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.8
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.86
AGILITY,2018-03-12,0
AGILITY,2018-03-12,1
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.2
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.39
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.14
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,1
AGILITY,2018-03-12,0
AGILITY,2018-03-12,1
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.47
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,1
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,1
AGILITY,2018-03-12,0.18
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.1
AGILITY,2018-03-12,1
AGILITY,2018-03-12,0.2
AGILITY,2018-03-12,0.06
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.45
AGILITY,2018-03-12,1
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.98
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.98
AGILITY,2018-03-12,0.73
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.45
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.94
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.98
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.22
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.65
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.04
AGILITY,2018-03-12,0.43
AGILITY,2018-03-12,0
AGILITY,2018-03-12,1
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.02
AGILITY,2018-03-12,0.02
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.96
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0
AGILITY,2018-03-12,0.98
AGILITY,2018-03-19,0
AGILITY,2018-03-19,1
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.22
AGILITY,2018-03-19,0.2
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.8
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.94
AGILITY,2018-03-19,0.2
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.96
AGILITY,2018-03-19,1
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.1
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,1
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.22
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.14
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.22
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.63
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.18
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,1
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.92
AGILITY,2018-03-19,0.2
AGILITY,2018-03-19,0.02
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.96
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.06
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,1
AGILITY,2018-03-19,0.04
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.22
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.8
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.86
AGILITY,2018-03-19,0
AGILITY,2018-03-19,1
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.2
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.39
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.14
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,1
AGILITY,2018-03-19,0
AGILITY,2018-03-19,1
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.47
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,1
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,1
AGILITY,2018-03-19,0.18
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.1
AGILITY,2018-03-19,1
AGILITY,2018-03-19,0.2
AGILITY,2018-03-19,0.06
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.45
AGILITY,2018-03-19,1
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.98
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.98
AGILITY,2018-03-19,0.73
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.45
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.2
AGILITY,2018-03-19,0.94
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.98
AGILITY,2018-03-19,0.41
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.22
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.65
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.04
AGILITY,2018-03-19,0.43
AGILITY,2018-03-19,0
AGILITY,2018-03-19,1
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.02
AGILITY,2018-03-19,0.02
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.96
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0
AGILITY,2018-03-19,0.92
AGILITY,2018-03-26,0
AGILITY,2018-03-26,1
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.22
AGILITY,2018-03-26,0.2
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.8
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.94
AGILITY,2018-03-26,0.2
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.96
AGILITY,2018-03-26,1
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.1
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.18
AGILITY,2018-03-26,0
AGILITY,2018-03-26,1
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.22
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.14
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.22
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.63
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.18
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,1
AGILITY,2018-03-26,0.2
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.92
AGILITY,2018-03-26,0.2
AGILITY,2018-03-26,0.02
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.96
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.06
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,1
AGILITY,2018-03-26,0.04
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.22
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.8
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.86
AGILITY,2018-03-26,0
AGILITY,2018-03-26,1
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.2
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.39
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.14
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,1
AGILITY,2018-03-26,0
AGILITY,2018-03-26,1
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0
AGILITY,2018-03-26,0.47
